Nr.;Vorname;Nachname;Geburtsdatum
4801;Dietram;Joosten;15.04.1921
4802;Alfinus;Ehrig;26.09.1954
4803;Dietwolf;Dietzsch;27.03.1906
4804;Dörte;Irmer;10.10.1969
4805;Reinwald;Tate;28.05.1915
4806;Olinde;Röben;14.09.1981
4807;Damaris;Saul;01.05.1985
4808;Diane;Oetjen;18.09.1922
4809;Siegwald;Wächtler;06.03.1927
4810;Inkmar;Turowski;08.01.2011
4811;Burglinde;Birner;10.04.2011
4812;Fabian;Tegeler;12.02.1954
4813;Ludwiga;Christof;11.03.1920
4814;Edeltraudt;Krauss;24.11.1977
4815;Sahra;Dreger;27.03.1983
4816;Karlmann;Gräf;15.07.1928
4817;Adam;Todd;20.08.1916
4818;Erna;Heigl;29.10.2003
4819;Ruth;Brands;08.11.1990
4820;Birga;Schroll;04.06.2008
4821;Bennett;Langguth;06.04.1998
4822;Traudi;Altenburg;30.06.1944
4823;Franz;Ohlendorf;16.06.1998
4824;Ulfrida;Berninger;19.01.1941
4825;Helmtraud;Kaul;01.02.2014
4826;Hildeburg;Kauer;18.06.1980
4827;Heino;Pech;15.07.1946
4828;Bodomar;Steinbach;08.06.1920
4829;Burghilde;Lutzenberger;24.12.1928
4830;Ermelinde;Klemann;17.05.1917
4831;Mariegret;Hucke;26.02.1959
4832;Gundula;Hilscher;16.04.1969
4833;Walfriede;Munsch;12.01.2006
4834;Golo;Le;04.01.1951
4835;Fränze;Elvers;01.03.1918
4836;Sighild;Goldammer;25.09.1996
4837;Siegfrieda;Behrend;24.10.1985
4838;Rainmund;Detzel;07.09.1986
4839;Jacob;Parker;08.05.1931
4840;Thies;Mattner;14.01.1982
4841;Ribana;Streubel;07.01.1912
4842;Jolande;Hörnig;27.11.1936
4843;Renald;Hauf;14.10.1932
4844;Eckhardt;Spallek;14.03.1940
4845;Melanie;Rolf;24.01.1912
4846;Joelle;Ruhl;12.04.1948
4847;Liesgret;Kittel;23.01.1916
4848;Helfred;Josten;23.11.2017
4849;Lennard;Christl;09.07.1944
4850;Josephine;Giersch;23.12.1958
4851;Karena;Dehne;27.08.1986
4852;Hildelies;Neubauer;09.08.2007
4853;Ben;Griffin;03.03.1912
4854;Gerti;Fröhling;05.06.1954
4855;Christina;Lex;25.05.1981
4856;Wendeline;Heidmann;01.10.2013
4857;Irmentraut;Filipovic;18.06.1951
4858;Simpert;Tiedemann;21.08.1902
4859;Gismar;Ostertag;24.10.1944
4860;Magnus;Morgenroth;20.12.1985
4861;Heyko;Steinbrenner;28.08.1977
4862;Meinfriede;Hüttel;11.11.1999
4863;Gunthard;Notz;12.03.1934
4864;Herger;Kulla;03.05.1905
4865;Dario;Harsch;20.09.1952
4866;Rebekka;Kleber;10.12.1906
4867;Gertmund;Schwabe;02.09.1984
4868;Marlies;Britz;21.01.1993
4869;Wolfeckart;Jeromin;21.10.1925
4870;Haymo;Knieling;02.03.1906
4871;Helfred;Belitz;30.09.1979
4872;Engelbert;Schmoll;27.07.2009
4873;Constantin;Hieber;22.08.1943
4874;Berenike;Naujoks;26.12.1978
4875;Johannette;Beck;24.07.1948
4876;Bringfried;Wanninger;13.10.1927
4877;André;Stünkel;09.12.1972
4878;Friedebert;Lüning;08.11.1919
4879;Folkhart;Kossack;08.04.1912
4880;Theresia;Köder;15.11.2002
4881;Evelore;Mühlberger;04.04.1945
4882;Alix;Kämpfer;10.03.1948
4883;Hellmuth;Sprengel;06.09.1948
4884;Mert;Sachse;25.06.1956
4885;Margret;Füssel;02.07.1903
4886;Korinna;Kohnen;21.09.1993
4887;Richarda;Ortner;09.04.2001
4888;Dorlis;Frisch;27.07.2015
4889;Friedmuth;Langmann;19.04.2005
4890;Lona;Hacke;18.08.1919
4891;Isolde;Pfaff;01.11.1986
4892;Oslinde;Steffens;22.05.1998
4893;Leonie;Hopp;27.02.1952
4894;Roman;Gehlert;18.12.1908
4895;Friedewald;Fieber;01.05.2025
4896;Maximiliane;Engelke;03.01.1973
4897;Antonia;Hengst;29.06.2004
4898;Meinfriede;Buckel;14.03.1926
4899;Maximilian;Wörner;11.07.1922
4900;Rahel;Stollberg;17.05.1983
4901;Ole;Owen;25.11.1951
4902;Elfgard;Löchner;27.02.1917
4903;Wenzel;Damerow;29.09.2015
4904;Gunhilde;Rohr;20.10.1995
4905;Ilsefriede;Schäuble;17.10.2014
4906;Winand;Völker;09.12.1970
4907;Rafael;Reiß;09.06.2020
4908;Alisa;Fechter;28.09.1927
4909;Johann;Gasser;13.02.1950
4910;Antonia;Biehl;10.07.2019
4911;Timon;Goldstein;13.01.1907
4912;Fabienne;Otte;18.04.2017
4913;Zoe;Haubner;23.09.1976
4914;Edmund;Mages;11.10.1970
4915;Volkmar;Hüneke;06.05.1953
4916;Matthies;Wurzel;29.03.1951
4917;Sergius;Wieland;08.10.1971
4918;Heide;Degener;19.08.1931
4919;Lyn;Ceylan;28.11.1902
4920;Ingolf;Persch;09.06.1999
4921;Caroline;Schuldt;13.03.1972
4922;Chantale;Hübschmann;17.02.1970
4923;Markward;Hucke;05.01.1932
4924;Josepha;Meschke;05.03.1902
4925;Mohamed;Paulus;19.12.1974
4926;Tanja;Kanone;14.07.1978
4927;Reinfried;Bestmann;29.07.1998
4928;Ann;Brönner;15.02.1927
4929;Sybill;Lühmann;30.11.1943
4930;Elfi;Hilt;04.05.1993
4931;Finchen;Buchholz;16.12.1989
4932;Justin;Seide;09.02.1986
4933;Eberhart;Andrae;12.10.1963
4934;Wilderich;Ahlers;22.07.1928
4935;Korinna;Wienhold;18.07.2024
4936;Christhild;Hofer;27.01.1984
4937;Denis;Pavel;26.07.1949
4938;Brita;Korf;17.04.1979
4939;Ilsetraut;Rösener;03.03.1951
4940;Waltrud;Löwe;25.07.1978
4941;Hadumod;Schieber;25.01.1985
4942;Mariedore;Bahr;15.06.1930
4943;Ludwiga;Morbach;10.04.1958
4944;Veit;Essig;12.07.2010
4945;Suse;Kunde;05.09.1938
4946;Rita;Lochner;25.07.1937
4947;Raimar;Tan;20.08.1905
4948;Ehrenreich;Zeising;28.04.1961
4949;Liam;Schläger;11.06.1920
4950;Franka;Lichtner;25.12.1902
4951;Denis;Mertens;02.03.1994
4952;Ellentraud;Dölling;02.07.1958
4953;Josepha;Dippold;30.09.1941
4954;Theophilus;Dörsam;10.05.1936
4955;Malwine;Maßmann;08.09.1914
4956;Reinburga;Behrends;26.08.1962
4957;Anneliese;Hagemeier;28.02.2023
4958;Alhard;Rauch;17.03.1955
4959;Bodmar;Geiler;02.05.1981
4960;Felicitas;Schläger;04.09.1950
4961;Rudenz;Seifert;30.12.1993
4962;Theodolinde;Eitel;29.05.1978
4963;Ekhard;Huppert;23.02.1905
4964;Charlotte;Becke;23.05.1961
4965;Mareike;Zintl;03.09.2003
4966;Eckehart;Schönig;10.07.1968
4967;Claudia;Langmann;07.11.1914
4968;Maximiliane;Neugebauer;30.06.2011
4969;Waltrudis;Welle;28.06.1948
4970;Arnolf;Simsek;26.08.2010
4971;Melina;Hilse;20.09.2014
4972;Alwin;Löchel;28.06.1973
4973;Hanswerner;Mumme;25.09.1975
4974;Kord;Feldt;06.10.1939
4975;Tim;Proske;17.02.1976
4976;Waltraut;Artmann;15.02.2023
4977;Rico;Halder;22.03.1978
4978;Björn;Osborne;29.11.1950
4979;Ottwin;Wahle;07.11.1932
4980;Gerd;Osten;28.09.1973
4981;Degenhardt;Görgens;01.09.1920
4982;Rike;Reit;29.09.1988
4983;Manuel;Rössler;31.05.1965
4984;Knut;Mühlmann;02.08.1909
4985;Trautchen;Pastor;25.10.1933
4986;Gerlind;Germer;18.08.1919
4987;Leona;Bridges;28.07.1938
4988;Sylvana;Kipper;19.11.1980
4989;John;Lewandowski;26.01.2012
4990;Klarissa;Hinzmann;27.08.1961
4991;Holk;Lewin;02.06.1993
4992;Theodeline;Diegel;13.04.2005
4993;Margunde;Bothe;18.01.2004
4994;Katrina;Heiland;13.05.1948
4995;Gottlob;Zach;16.07.1943
4996;Daphne;Wittmann;05.04.1921
4997;Nicola;Benzinger;22.08.1903
4998;Christhelm;Lotz;24.11.1952
4999;Helmar;Freigang;24.09.1997
5000;Wanda;Patzer;24.08.1980
